id,brand,price,currency,color,features,condition,condition_description,seller_note,gpu,processor,processor_speed,processor_speed_unit,type,width_of_the_display,height_of_the_display,os,storage_type,hard_drive_capacity,hard_drive_capacity_unit,ssd_capacity,ssd_capacity_unit,screen_size_inch_,ram_size,ram_size_unit
1723,hp,39.0,$,gray,"Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Widescreen Display, Wi-Fi, Integrated Stereo Speakers, Spill-Resistant Keyboard",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel celeron n,1.10,GHz,notebook/laptop,1366.0,768.0,chrome,ssd,16.0,gb,16.0,gb,11.6,4.0,gb
1724,lenovo,98.0,$,black,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested & functional scratched and dented-item will contain some small corner cracks on front lid or bottom of the actual computer, the corners may have bends as well.the screen will have some minor scuff or hairline scratches but is working . item is functional, and fully working and has been fully tested, power-washed and restored to factory settings. the items has been fully cleaned and is in bad physical condition. the charger is tested and included and may show sign of use",intel,intel celeron n,1.10,GHz,notebook/laptop,1366.0,768.0,windows,ssd,128.0,gb,128.0,gb,11.6,4.0,gb
1725,other,193.0,$,gray,Wi-Fi,New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel celeron n4020,2.80,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,14.1,8.0,gb
1727,hp,645.0,$,silver,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Webcam,  Widescreen Display,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i7 8th generation,2.60,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,64.0,gb,1.0,tb,17.3,64.0,gb
1728,dell,440.0,$,black,Wi-Fi,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",light scuffs to the housing and body from normal use. no screen damage or imperfections. each laptop is hand tested before shipping.,intel,intel core i5,2.50,GHz,notebook/laptop,1920.0,1080.0,linux,ssd,500.0,gb,500.0,gb,15.6,16.0,gb
1732,lenovo,259.0,$,gray,"5G, Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i3 11th generation,3.00,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,128.0,gb,128.0,gb,14,4.0,gb
1734,hp,170.0,$,other,"Backlit Keyboard, Bluetooth, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",great condition,other,intel core i5 6th generation,2.40,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,256.0,gb,256.0,gb,15.6,16.0,gb
1736,lenovo,249.0,$,black,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,11 gen intel core i3,3.00,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,128.0,gb,128.0,gb,14,8.0,gb
1737,lenovo,380.0,$,other,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",fully tested one year warranty,other,intel core i7 7th generation,2.80,GHz,notebook/laptop,1920.0,1080.0,windows,hdd/ssd,2.0,tb,2.0,tb,14,32.0,gb
1740,dell,329.0,$,black,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel core i7 7th generation,2.90,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,512.0,gb,512.0,gb,15.6,16.0,gb
1742,asus,159.0,$,blue,"Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Stylus, Touchscreen, Widescreen Display, Wi-Fi",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","open box, included: unit with keyboard, wall charger, micro usb, manual and original box",other,intel atom quad-core,1.46,GHz,notebook/laptop,1920.0,1200.0,windows,emmc,64.0,gb,64.0,gb,10.1,4.0,gb
1743,lenovo,220.0,$,blue,"Wi-Fi, Built-in Microphone, Bluetooth, Built-in Webcam",Undefined,Undefined,undefined,intel,intel pentium,1.10,GHz,notebook/laptop,1920.0,1080.0,windows,emmc,128.0,gb,128.0,gb,15.6,4.0,gb
1750,hp,495.0,$,silver,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  LTE,  Multi-Touch Trackpad,  Widescreen Display,  Wi-Fi",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",aaa pcs is a microsoft authorized refurbisher partner. (mar) your computer will ship securely in a new brown box to ensure a great delivery experience. minimal imperfections may be present such as light scuffs. genuine ac adapter & battery included with your order.,intel,intel core i7 8th generation,4.20,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,1.0,tb,1.0,tb,14,32.0,gb
1756,lenovo,129.0,$,blue,"Bluetooth, Wi-Fi",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.",undefined,intel,intel celeron,1.10,GHz,other,1366.0,768.0,chrome,emmc,64.0,gb,64.0,gb,14,4.0,gb
1769,other,113.9,$,other,"Built-in Webcam, Widescreen Display, Wi-Fi",Good - Refurbished,"The item shows moderate wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to good condition by qualified sellers. The item includes original or new accessories and will come in a new generic packaging. See the seller's listing for full details.","very good condition. photos are for illustration purpose, may have some sign on previous use, i.e. small scratches on lid and outer body.",intel,intel core i3/i5,1.70,GHz,notebook/laptop,1366.0,768.0,windows,hdd/ssd,1.0,tb,256.0,gb,12.5,16.0,gb
1775,other,400.0,$,gray,"Backlit Keyboard, Built-in Microphone, Built-in Webcam",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i7-7y75,o3.6,GHz,notebook/laptop,2160.0,1440.0,windows,ssd,256.0,gb,256.0,gb,13,8.0,gb
1780,hp,130.0,$,gray,"10/100 LAN Card, Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, touc",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel pentium n4200,1.10,GHz,notebook/laptop,1366.0,768.0,windows,ssd,128.0,gb,128.0,gb,11.6,4.0,gb
1784,dell,599.0,$,other,"Built-in Microphone,  Built-in Webcam",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i7 11th generation,3.00,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,16.0,gb,256.0,gb,14,16.0,gb
1785,lenovo,80.0,$,black,Touchscreen,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","body excellent, please read description before purchasing!",intel,intel celeron n,1.1,GHz,notebook/laptop,1366.0,768.0,windows,emmc,64.0,gb,64.0,gb,11.6,4.0,gb
1786,hp,1200.0,$,black,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i7 9th generation,4.70,GHz,notebook/laptop,3840.0,2160.0,windows,hdd/ssd,4.0,tb,2.0,tb,15.6,64.0,gb
1787,samsung,350.0,$,red,"Bluetooth, Stylus, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 10th generation,1.60,GHz,notebook/laptop,3840.0,2160.0,chrome,ssd,256.0,gb,256.0,gb,13.3,8.0,gb
1789,microsoft,175.0,$,silver,"Touchscreen,  Eye Tracking,  Bluetooth,  Built-in Webcam,  Widescreen Display,  Wi-Fi,  Multi-Touch Trackpad,  Convertible 2-in-1 Laptop/Tablet,  Backlit Keyboard,  Built-in Microphone",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 10th generation,1.20,GHz,notebook/laptop,2256.0,1504.0,unknown,ssd,128.0,gb,128.0,gb,13.5,8.0,gb
1797,hp,559.0,$,gold,"Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen, Wi-Fi, Dual Speakers",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i5-1135g7,4.20,GHz,notebook/laptop,1920.0,1080.0,windows,ssd,2.0,tb,2.0,tb,14,64.0,gb
1799,lenovo,50.0,$,silver,"Bluetooth,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel celeron,1.6,GHz,notebook/laptop,1366.0,768.0,windows,ssd,2.0,gb,32.0,gb,14,2.0,gb
